   Issue ID,URL,Title,State,Description,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
   41,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/41,Řazení objektů v Service selectoru a v TPI aplikaci,Open,"Nově jsem do aplikace přidala tabulky TPI_UZIVATEL dafault show obj list service, R_UZIVATEL_STAV default show object list service. V Service selector configuratoru se mi zařadily chronologicky dospod seznamu TPI, v aplikaci se pod TPI nezařadily. Ze zobrazení v aplikaci není jasné, jestli se zařadily pod Metadata, nebo se nezařadily pod žádný strom.![přidané_položky_SSC](/uploads/8d3ef232e5c94cdf640f3620efd64cd1/přidané_položky_SSC.PNG)      ![přidané_položky_TPI](/uploads/556bdd2f64a5ed3423420f8e8e8e5ee8/přidané_položky_TPI.PNG)",Sklenarova Pavla,sklenarova_cgi,Fabio Melloni,melloni_goodatit,No,No,,2020-10-05 13:56:27,2020-11-06 17:10:11,,,,"Feature,In Scope,Low",0,0
   42,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/42,Implementace spravy souboů (DMS),Open,"Správu souborů potřebujeme pro implementaci report engine      Pro správu souborů, které bude systém používat byla dohodnuta forma implementace interního DMS, které poskytne následující služby:   * soubory jsou popsané jako objekty v TPI modelu a uloženy na úložišti spravovaném jádrem   * jádro poskytne funkce pro       * stažení souboru uloženého v DMS       * nahrání souboru k uložení v DMS       * smazání souboru z DMS   * funkce budou dostupné       * z UI jako ovládací prvek       * z DLL knihoven resp. bude existovat standardní postup, jak kód v DLL knihovně získá obsah suboru uloženého v DMS a jak do DMS soubor uloží.",Rasek Ludek,rasek_cgi,Kubala Milan,kubala_cdt,No,No,,2020-10-06 08:38:19,2020-11-09 14:48:07,,HotFix 1.2.1,,"Feature,In Scope,Medium",0,0
   43,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/43,DB model - zpristupneni,Closed,"Radi bychom nahledli do DB modelu jadra, alespon v castech sosusedicich s nasimi frameworky. Asi by stacil nekam umistit export/obrazek prislusnych casti sem na gitLAB.",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-10-07 13:05:48,2020-11-03 17:52:08,2020-11-03 17:52:08,Release 1.2,,"Documentation,In Review,Medium",0,0
   44,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/44,DMS - fce pro zapis a cteni,Closed,"Pro umísteni vytvorenych reportu a jejich stahovani uzivateli je potreba Document Management System, sdílená složka, resp. alespon funkce pro zápis souboru a cteni souboru.",Rysanek Karel,rysanek_cgi,Sedivy Vaclav,sedivy_goodatit,No,No,,2020-10-07 13:10:00,2020-10-07 14:53:36,2020-10-07 14:53:36,,,Medium,0,0
   45,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/45,MSTeams se po připojení do vpn ČDT odpojí,Closed,"Opakovaně se mi stává, že po připojení do vpn ČDT se MS Teams odpojí. Což je pro společnou práci závada dosti podstatná.   Moje investigace napovídá, že možná nefungují spolehlivě DNS servery. Přikládám   [ výpis ipconfig po připojení do vpn ČDT](/uploads/5d9b0ee03e7f1e374bc74ddda077a7c1/ipconfigCDT.txt) a výsledek zkušebního pingu ![pingu na microsoft.com](/uploads/cc18eacfbea45b84d25666bf191844ee/pingMSfromCDTvpn.PNG)      Bez připojení do vpn ČDT a současném fungování MS Teams nemohu plnohodnotně absolvovat školení a už vůbec ne předváděčky.",Rysanek Karel,rysanek_cgi,Jan Mracek,mracek,No,No,,2020-10-09 10:10:05,2020-10-26 11:55:55,2020-10-26 11:55:55,Release 1.1,,"High,In Scope",0,0
   46,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/46,"mWF editor - i po uložení hlásí, že nejsou uloženy změny",Open,"'MWF editor i po uložení hlásí, že nejsou uloženy změny.   Kroky:   - otevřít mWF   - změnit popisek   - uložit - zobrazí se info o uložení dat - OK   - zavřít editor křížkem - objeví se hláška o neuložených datech - CHYBA",Sklenarova Pavla,sklenarova_cgi,Lucie Adamkova,adamkova_goodatit,No,No,,2020-10-14 11:30:39,2020-11-15 19:48:42,,,,"Bug,In Progress,Medium",0,0
   47,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/47,Chybný název sloupce - prosím o ruční odstranění,Closed,"Prosím o ruční odstranění sloupce s ID 7258300002 (bylo omylem použito klíčové slovo END, kvůli kterému se nezdařila materializace) v tabulce SF_OUT_MSG_IDM_CREATE_USER (ID 254500001) a o novou materializaci. Vytvořeno ve vrstvě PDMD.",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-16 09:02:49,2020-10-19 08:57:33,2020-10-19 08:57:33,,,"Bug,High,In Review",0,0
   48,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/48,"Servis selector configurator - varovná hláška Opravdu chcete odstranit celé menu?",Open,"Prosím o vytvoření varovné hlášky při kliku na Smazat menu. Pokud na ni kliknu omylem, musím ukončit Service selektor konfigurátor bez uložení a následně pak musím veškerá svá nastavení dělat znovu.![Menu_v_SSC](/uploads/2284bf934e733b0dd3b9c4fa20fa2668/Menu_v_SSC.PNG)",Sklenarova Pavla,sklenarova_cgi,Fabio Melloni,melloni_goodatit,No,No,,2020-10-16 12:36:49,2020-11-06 17:04:11,,,,"Feature,In Scope,Medium",0,0
   49,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/49,Service selector configurator - nelze smazat položku z menu,Closed,"Nelze smazat položku z menu - zobrazuje se mi hláška, že daná položka je referencovaná. Přikládám záznam.[2020-10-16_14-44-22.mkv](/uploads/3656b5f6421887b605b6a2c232600135/2020-10-16_14-44-22.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-16 14:57:12,2020-10-26 14:08:12,2020-10-26 14:08:12,Release 1.1,,"Bug,In Scope,Medium",0,0
   50,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/50,Klíčová slova jazyka - prosím o seznam,Open,"Prosím o vytvoření seznamu klíčových slov, které nemůžeme použít v názvu tabulek, sloupců atd (např. END). Vyhneme se tak zboření materializace. Děkuji.",Sklenarova Pavla,sklenarova_cgi,Kubala Milan,kubala_cdt,No,No,,2020-10-19 15:46:32,2020-11-09 09:30:08,,,,"Feature,In Scope,Medium",0,0
   51,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/51,Multiklíč - nelze vyplnit Aktivum ID,Closed,Při vytváření nového oprávnění nebo editaci již existujícího oprávnění nelze vyplnit na editační obrazovce M_OPRAVNENI Aktivum ID. Přikládám záznam. [2020-10-20_08-55-38.mkv](/uploads/aad0b6aa441ff0d21d5b82a7c2886f1a/2020-10-20_08-55-38.mkv),Sklenarova Pavla,sklenarova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-10-20 09:53:35,2020-11-05 08:54:27,2020-11-05 08:54:27,Release 1.2,,"Bug,In Review,Medium",0,0
   52,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/52,Oprávnění - problém s opravou mylně vybraného aktiva,Closed,"'kroky:   - zobrazit editační obrazovku M_Opravneni   - přidat aktivum   - vybrat konkrétní aktivum   - křížkem smazat aktivum   - dvojklikem se pokusit zobrazit seznam pro výběr aktiv - chyba, místo toho se zobrazí detail předchozího aktiva      Záznam zde: [2020-10-21_15-52-09.mkv](/uploads/4573b6e17868170be05f5f111b09c047/2020-10-21_15-52-09.mkv)",Sklenarova Pavla,sklenarova_cgi,Sedivy Vaclav,sedivy_goodatit,No,No,,2020-10-21 16:00:51,2020-10-22 08:58:33,2020-10-22 08:58:33,,,"Bug,In Review,Medium",0,0
   53,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/53,"Refresh dat v aplikacích Object editor, Workflow editor, Mikroworkflow editor",Open,"Prosím o přidání tlačítka pro znovunačtení dat do aplikací. V případě, že něco upravíme v jedné aplikaci, např. v object editoru, musíme jinou aplikaci zavřít a znovu spustit, aby se do aplikace načetla aktuální data.   Prosím o přidání především do Object editoru, Workflow editoru, Mikroworkflow editoru.",Sklenarova Pavla,sklenarova_cgi,Fabio Melloni,melloni_goodatit,No,No,,2020-10-26 16:28:15,2020-11-06 16:46:14,,,,"Feature,In Scope,Medium",0,0
   54,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/54,Nejde spustit objectEditor,Closed,"Chyba:   ![ObjectEditorError202010291512](/uploads/53fe0090bf492e505794cb14aa08e826/ObjectEditorError202010291512.PNG)",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,2020-10-29,2020-10-29 15:23:35,2020-10-29 15:59:32,2020-10-29 15:59:32,,,"Bug,High,In Scope",0,0
   55,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/55,Problém s přihlášením do VPN,Closed,"Kolegové Luděk Rašek, Pavel Křikava a Karel Ryšánek se od neděle nepřihlásí do VPN ČDT. Prosím o prověření a  případnou opravu.",Sklenarova Pavla,sklenarova_cgi,Stemberova Pavla,stemberova,No,No,,2020-11-02 08:52:50,2020-11-02 18:05:24,2020-11-02 18:05:24,,,"Bug,High",0,0
   56,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/56,Nejde vytvorit novy zaznam v POM_SF_SECURITY_ALLOWED,Closed,"V tabulce POM_SF_SECURITY_ALLOWED nejde pres rozhraní vytvořit nový záznam. Serverlog tvrdí, že tabulka neexistuje, ale přitom rozhraní vygenerováno jest.   Viz Service Selector http://10.30.190.206/tpi_app/pf/1302700090",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-02 19:45:43,2020-11-04 12:34:57,2020-11-04 10:16:23,,,"Feature,In Review,Medium",0,0
   57,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/57,WF plnění tabulky R_SF_PRISTUPY_UZIVATEL,Open,"Vytvořila jsem WF WF_SF_RSFUP_AT   WF obsahuje 3 MWF      ![WF](/uploads/7ad5f34f328aa2040aa3b9cb4daf4d87/WF.PNG)             1. MWF v jednom kroku maže tabulku R_SF_UZIVATEL_PRISTUPY a v druhém kroku plní tabulku R_SF_UZIVATEL_PRISTUPY   ![MWF_TABULKA](/uploads/1a11759125f466c7a6c37b2c6af30a0c/MWF_TABULKA.PNG)          2. a 3. MWF jenom plní tabulku R_SF_UZIVATEL_PRISTUPY   ![MWF_MICROWORKFLOW](/uploads/ecf8e9f76b7798dd555ba1547621b860/MWF_MICROWORKFLOW.PNG)   ![MWF_WORKFLOW](/uploads/ffbca683ac9ae0a90d580db0571a2a5e/MWF_WORKFLOW.PNG)      Když pustím v aplikaci tento WF, tak se vykoná pouze 1. MWF.   2. a 3. nic neudělá.      Co dělám špatně?",Leinveberova Katarina,leinveberova_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-11-03 09:21:27,2020-11-16 07:52:28,,HotFix 1.2.1,,"Bug,High,In Review",0,0
   58,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/58,"Nefunkční přihlášení, pokud je v loginu uživatele velké písmeno",Open,"Pokud mám uživatele s loginem, který obsahuje velké písmeno, nemůžu se jako dotyčný uživatel přihlásit - přihlašovací obrazovka zamrzne.",Sklenarova Pavla,sklenarova_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-11-03 11:22:17,2020-11-09 09:07:06,,,,"Feature,Low",0,0
   59,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/59,Špatné datové typy v některých tabulkách,Open,"Některé FK nejde v DB vytvořit, protože sloupec v child tabulce má nesprávný datový ty (Varchar(6) místo Number(19))   Podle informací od pana Kubaly jde o CGI tabulky         | M_SCENAR_SADA_SCENARU.SADA_SCENARU_ID=M_SCENAR_SADA.ID   |   | M_SCENAR_SADA_SCENARU.SCENAR_ID=M_TESTING_SCENAR.ID      |   | M_KROK_VSTUPNI_PARAMETR.KROK_SCENARE_ID=M_SCENAR_KROK.ID |      | R_BEH_HISTORIE.KROK_SCENARE_ID=M_SCENAR_KROK.ID   |   | R_SPUSTENI_HISTORIE.REPORT_ID=M_REPORT.ID         |   | M_SCENAR_KROK.SADA_TEST_DAT_ID=M_SADA_TEST_DAT.ID |   | M_SCENAR_KROK.SCENAR_ID=M_TESTING_SCENAR.ID       |",Hajek Milan,hajek_goodatit,Hajek Milan,hajek_goodatit,No,No,,2020-11-03 14:04:59,2020-11-06 15:22:05,,,,In Review,0,0
   60,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/60,Garbage,Open,"Evidence překonaných, zbytečných, omylem vytvořených, nepoužívaných struktur, zkrátka balastu, který nejde současnými prostředky odstranit a jsou určeny k odstranění, zneškodnění, zmizení, vymazání...",Rysanek Karel,rysanek_cgi,Kubala Milan,kubala_cdt,No,No,,2020-11-05 12:23:15,2020-11-15 20:03:49,,,,"Feature,Low",0,0
   61,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/61,Je možné vytvořit víceúrovňový strom v TPI aplikaci?,Closed,"Dobrý den,   je možné vyrobit víceúrovňový strom v TPI aplikaci? Momentálně máme obrazovky všech modulů pod kořenem TPI a rádi bychom to TPI ještě rozčlenili podle modulů (Security Framework, Report Engine, Automated Test Engine). V Service selektor konfigurátoru jsem tuto možnost neobjevila.      Děkuji za odpověď.      ![TPI_strom](/uploads/832906f02b510e53dfee595feec5cb7d/TPI_strom.PNG)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-06 16:41:00,2020-11-09 12:32:00,2020-11-09 12:32:00,,,"Low,Question",0,0
   62,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/62,oprávnění na mazání v tabulce M_AKTIVUM_PRISTUP v db,Closed,"Dobrý den,   chtěla bych Vás požádat o oprávnění na mazání v tabulce M_AKTIVUM_PRISTUP v db, z důvodu laďení plnění této tabulky na defaultní oprávnění.   Děkuji,   Katka Leinveberová",Leinveberova Katarina,leinveberova_cgi,Kubala Milan,kubala_cdt,No,No,,2020-11-10 09:50:07,2020-11-11 11:22:19,2020-11-11 11:22:19,,,"Feature,High",0,0
   63,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/63,Rozdil DB / app view v opravneni id 3800206,Open,"V aplikaci (vrstva PDMD/1800020) je videt pouze 10 řádků. Níže uvedeným dotazem vidíme platných řádků 51023.   Proč nejsou vidět v aplikaci? Podobně je to i v dalších případech teto tabulky.      ```   select * from IFC.m_aktivum_pristup   where opravneni_id=3800206   and msg_id=100016 and vrstva_od <= 2001 AND vrstva_do > 2001 AND zruseno = 0;   ```",Rysanek Karel,rysanek_cgi,Kubala Milan,kubala_cdt,No,No,,2020-11-10 10:02:09,2020-11-11 18:43:14,,,,"Feature,Low",0,0
   64,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/64,"Hlaska o nevyplnem poli, ktere je vyplnene",Open,"Pole bylo vyplnene, ale formular nesel ulozit s hlaskou, ze pole je nevyplnene. Viz screencast.      [NejdeulozitZaznam.mkv](/uploads/cd680c7bdf09c10a4c3a4252a7715188/NejdeulozitZaznam.mkv)      Slo vyresit jedine opetnym vyplnenim vyplneneho pole.",Rysanek Karel,rysanek_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-11-12 10:04:04,2020-11-12 10:15:20,,,,"Bug,In Scope",0,0
   65,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/65,Child tabulka Nelze filtrovat podle přeložených hodnot - je vyžadováno ID,Open,"Na child tabulce chci vyfiltrovat určitou hodnotu ve sloupci. Pokud tuto hodnotu zadám slovně, systém po mě vyžaduje zadat ID, které jako uživatel nebudu znát. Týká se sloupců, kde je nastaven jako business popis např. název, jméno, login apod. (zkrátka lidsky čitelné identifikátory). Přikládám záznam.   [filtrovaniPodleIDNePodleNazvu.mkv](/uploads/c54e6ff4db10e0ea4f69f6f792092841/filtrovaniPodleIDNePodleNazvu.mkv)",Sklenarova Pavla,sklenarova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-12 15:58:39,2020-11-15 19:32:24,,,,"Bug,In Scope,Medium",0,0
