Issue ID,URL,Title,State,Description,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
81,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/81,JSON predavany do C knihovny - chybny format,Closed,"V předávaném JSON je chyba a nejde o validní JSON. Chybně formátováné jsou datumy, které 
* nejsou uzavřeny do úvozovek (např. `""TECH_OD""`)
* formát datumu není úplně nejvhodnější - doporučoval bych pro datové a časové položky používat ISO formát (datum 2020-11-17, čas 2020-11-17T13:30:45.456+02:00), report pak může provádět přeformátování.

 
```json
{
	""MSG"": {
		""TABULKY"": {
			""TPI_UZIVATEL"": {
				""BLOKOVAN"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""BUSS_OD"": [1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020],
				""CERTIFIKACE"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""CHANGE_PASSWORD_FLAG"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0, null, 1, 1, 1, null, null, null, null, null, 0, null, null, null, 1, 1, 1, 0, 0, null, 1, 0, null, 1, 1, 0, null, 1],
				""CHANGED_RECORD"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
				""EDITOR"": [100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223],
				""EMAIL"": [""uzivatel@szdc.cz"", ""email@test.com"", ""amdin@szdc.cz"", ""hanak@szdc.cz"", null, null, ""biko.steve@black.heaven"", null, ""test@test.cz"", ""petr.novak@test.cz"", ""abc@xy.cz"", ""annaper@email.cz"", null, null, ""boleslav.balaban@xxx.xy"", null, null, ""pavel.krikava@cgi.com"", null, null, null, ""doplnen@email.cz"", null, ""nema"", ""email@nemam.cz"", ""novak@xy.cz"", ""nejaky@mail.cz"", ""asdfadf@sesd.cz"", ""lptimer@lino.cz"", ""lpspravcepocinu@lino.cz"", ""lpprirazovatel@lino.cz"", ""lprozdelovac@lino.cz"", ""lpzpracovatel@lino.cz"", ""cyrda.cem@seznam.test"", ""lpschvalovatel@lino.cz"", ""superadmin@tpitest.cz"", null, null, null, ""uzivate@firma.cz"", ""nemam@email.com"", ""abc@seznam.cz""],
				""GUID"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null],
				""HESLO"": [""qwe"", ""qwe"", ""qwe"", ""qwe"", ""bxvbv"", ""kuk"", ""qwe"", ""qwe"", ""nenastaveno"", ""qwe"", ""qwe"", ""asdf"", ""hesloabyseneslo"", ""hesloabyseneslo"", ""qwe"", ""hesloabyseneslo"", ""hesloabyseneslo"", ""ZlRxAUAj"", ""hesloabyseneslo"", ""hesloabyseneslo"", ""qwe"", ""nenastaveno"", ""qwe"", ""vaci"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""qwe"", ""xzOGaugk"", ""nenastaveno"", ""hesloabyseneslo"", ""qwe"", ""qwe"", ""qwe""],
				""ID"": [29000223, 29100223, 29200223, 29300223, 29400223, 29600223, 29900223, 30000223, 30200223, 30400223, 30500223, 30800223, 31700223, 31800223, 32200223, 32300223, 32500223, 32700223, 32800223, 32900223, 29500223, 29700223, 29800223, 30300223, 31000223, 30100223, 30600223, 30700223, 31200223, 31300223, 31400223, 31500223, 31600223, 31900223, 32600223, 33100223, 30900223, 31100223, 32000223, 32100223, 32400223, 33000223],
				""IDMUID"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, ""nemamidmidentifikacihec"", null, null, null, ""321654987"", ""987654321"", ""321654987"", ""321654987"", ""654987321"", null, ""321654987"", null, null, null, null, null, null, null],
				""JMENO"": [""Franta"", ""Iveta"", ""Honza"", ""Tomas"", ""xzccvxzcv"", ""Dalsi"", ""Steve"", ""krasnejmeno"", ""Test"", ""Petr"", ""Karl"", ""Anna"", ""krasnejmeno"", ""krasnejmeno"", ""Boleslav"", ""krasnejmeno"", ""krasnejmeno"", ""Pavel"", ""krasnejmeno"", ""krasnejmeno"", ""Jakub"", ""Venca"", ""Pelc"", ""Karel"", ""Tpisf"", ""Radek"", ""Tomáš"", ""Pepa"", ""Lino"", ""Lino"", ""Lino"", ""Lino"", ""Lino"", ""Cyril"", ""Lino"", ""Karel"", ""Jan"", ""Petr"", ""krasnejmeno"", ""Antonin"", ""sf"", ""Pavla""],
				""LOGIN"": [""uzivatel1"", ""mikoskova"", ""admin1"", ""hanak"", ""xczxc"", ""dalsi"", ""biko"", ""karkulka"", ""test200"", ""petr"", ""karl"", ""annaper"", ""karkulka20201022_183407"", ""karkulka20201022_183511"", ""bbolek"", ""karkulka20201014_144609"", ""karkulka20201103_170359"", ""krikavap"", ""karkulka20201031_082340"", ""karkulka20201015_142339"", ""koci"", ""uzivatelN1"", ""pelc"", ""test100"", ""tpisftester"", ""novakr"", ""tomas"", ""pepa"", ""lptimer"", ""lpspravcepocinu"", ""lpprirazovatel"", ""lprozdelovac"", ""lpzpracovatel"", ""ccem"", ""lpschvalovatel"", ""superadmin"", ""tester1"", ""test-ps2"", ""karkulka20201103_170318"", ""aaauzivatel"", ""TPI_SF_TESTER"", ""test-ps""],
				""MSG_ID"": [11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016],
				""OBLIBENE_COUNT"": [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""PRIJMENI"": [""Uzivatel"", ""Mikoskova"", ""Admin"", ""Hanak"", ""zvcxv"", ""BFU"", ""Biko"", ""krasneprijmeni"", ""Oprávnění"", ""Novák"", ""von Bahnhof"", ""Per"", ""krasneprijmeni"", ""krasneprijmeni"", ""Balabán"", ""krasneprijmeni"", ""krasneprijmeni"", ""Křikava"", ""krasneprijmeni"", ""krasneprijmeni"", ""Koci"", ""Chmatka"", ""Pelc"", ""Vacatko"", ""Tester"", ""Novák"", ""Jedno"", ""Zdepa"", ""lptimer"", ""lpspravcepocinu"", ""lpprirazovatel"", ""lprozdelovac"", ""lpzpracovatel"", ""Cement"", ""lpschvalovatel"", ""Veliký"", ""Zeleny"", ""TESTovací"", ""krasneprijmeni"", ""Alibaba"", ""prijmeni"", ""TESTovací""],
				""READ_ONLY"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""SALT"": [""sulTODO"", ""sulTODO"", ""TODOsul"", ""salt1"", ""vxnbvxnb"", ""sul"", ""NemToDoM"", ""suuuuuul"", ""sůůůůůůůl"", ""sul"", ""sul"", ""asfdha"", ""suuuuuul"", ""suuuuuul"", ""sulnadzlato"", ""suuuuuul"", ""suuuuuul"", ""sulnadzlato"", ""suuuuuul"", ""suuuuuul"", ""TODO"", ""sulnadzlato"", ""sulTODO"", ""suuuuuuuuuuuuuuuuul"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato"", ""suuuuuul"", ""sulnadzlato"", ""sulnadzlato"", ""sulnadzlato""],
				""SELECTED"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""SID"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null],
				""STAV_ID"": [100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 100222, 1500222, 1500222, 1500222, 1500222, 1500222, 3200222, 3200222, 3200222, 4000222, 4000222, 4000222, 4000222, 4000222, 4000222, 4000222, 4000222, null, null, null, null, null, null],
				""TECH_OD"": [27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20],
				""TELEFON"": ["" "", null, "" +420123456789"", null, null, null, null, null, ""123456789"", ""456456456"", null, ""456789123"", null, null, ""123456789"", null, null, ""123456"", null, null, null, null, null, ""256580"", ""654987987987"", ""723123234"", ""31245345"", ""123456789"", ""321654987"", ""987654321"", ""321654987"", ""321654987"", ""654987321"", ""723123456"", ""321654987"", null, null, null, null, null, null, null],
				""TID"": [43400223, 43500223, 43600223, 43700223, 43800223, 44000223, 44300223, 44400223, 44600223, 44800223, 44900223, 45200223, 46100223, 46200223, 46600223, 46700223, 46900223, 47100223, 47200223, 47300223, 43900223, 44100223, 44200223, 44700223, 45400223, 44500223, 45000223, 45100223, 45600223, 45700223, 45800223, 45900223, 46000223, 46300223, 47000223, 47500223, 45300223, 45500223, 46400223, 46500223, 46800223, 47400223],
				""TUDU"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null],
				""UPN"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, ""upntakynemam"", null, null, null, ""321654987"", ""987654321"", ""321654987"", ""321654987"", ""654987321"", null, null, null, null, null, null, null, null, null],
				""VERZE"": [100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011],
				""VLASTNIK"": [100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223],
				""VRSTVA_DO"": [2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005],
				""VRSTVA_OD"": [2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001],
				""ZRUSENO"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
			},
			""M_CONFIGURATION"": {
				""BUSS_OD"": [1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020, 1800020],
				""CERTIFIKACE"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""CHANGED_RECORD"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
				""EDITOR"": [100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223],
				""GUID"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null],
				""ID"": [33200223, 33300223, 33400223, 33500223, 33600223, 33700223, 33800223, 33900223, 34000223, 34100223, 34200223, 34300223, 34400223, 34500223, 34600223, 34700223, 34800223, 34900223, 35000223, 35100223, 35200223, 35300223],
				""KEY"": [""MANAGER_HOST"", ""TPI_ROOT"", ""AGENT_PATH"", ""APACHE_HOST"", ""DLL_PATH"", ""PHP_PATH"", ""PF_PATH"", ""INTGR_ADPT_PATH"", ""mWF_PATH"", ""MSG_DATA_TYPE_ID__TPI_GLOBAL_VAR"", ""MSG_DATA_TYPE_ID__ANYTYPE"", ""MSG_DATA_TYPE_ID__gMSG"", ""MSG_TYPE_ID__gMSG"", ""MWF_ID_UnivDBRead"", ""MWF_ID_UnivDBWrite"", ""LAST_DDL_TIME"", ""DEFAULT_WRITE_4_IMP"", ""DEFAULT_GET_DATA_4_IMP"", ""DEFAULT_PLAY_MAKRO_4_IMP"", ""SW_VERSION"", ""LOCKING_WF"", ""PF_IMAGE_PATH""],
				""MSG_ID"": [11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016, 11110600016],
				""READ_ONLY"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""SELECTED"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
				""TECH_OD"": [27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20, 27 - NOV - 20],
				""TID"": [47600223, 47700223, 47800223, 47900223, 48000223, 48100223, 48200223, 48300223, 48400223, 48500223, 48600223, 48700223, 48800223, 48900223, 49000223, 49100223, 49200223, 49300223, 49400223, 49500223, 49600223, 49700223],
				""TUDU"": [null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null],
				""VALUE"": [""192.168.100.207"", ""C:/TPI/TPI-0.8.1"", ""tools/app/client"", ""http://192.168.100.207"", ""tools/app/knihovny"", ""C:/TPI/php72/php.exe"", ""C:/TPI/Apache24/htdocs/pageflow"", ""D:\\Apache24\\htdocs\\integracni_adapter"", ""C:/TPI/TPI-0.8.1/tools/app/mWF_testApp/mWF_testApp.exe"", ""300014"", ""400014"", ""600014"", ""400013"", ""100025"", ""200025"", ""2020.11.26 17:34:44"", ""DEFAULT_WRITE"", ""GETDATA"", ""EXECMACRO"", ""100020"", ""DEFAULT_WRITE"", ""http://10.30.190.206/tpi_app/tpi_img/""],
				""VERZE"": [100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011, 100011],
				""VLASTNIK"": [100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223, 100223],
				""VRSTVA_DO"": [2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005],
				""VRSTVA_OD"": [2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001],
				""ZRUSENO"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
			}
		}
	}
}
```",Rasek Ludek,rasek_cgi,Rasek Ludek,rasek_cgi,No,No,,2020-11-27 15:31:44,2020-12-11 08:35:16,2020-12-11 08:35:16,,,"Bug,High,In Review",0,0
82,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/82,Implementace SF do jadra - aktivum typ SLOUPEC,Open,"Do přístupové matice R_SF_UZIVATEL_PRISTUPY již generujeme oprávnění pro aktivum typu SLOUPEC

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Leinveberová Katarína,leinveberova_cgi,Marian Kana,kana_goodatit,No,No,,2020-11-27 16:56:20,2021-01-07 14:36:15,,Release 1.7,,"Feature,In Progress,Medium",0,0
83,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/83,Implementace SF do jadra - aktivum typ DOMENOVY TYP,Closed,"Do přístupové matice R_SF_UZIVATEL_PRISTUPY již generujeme oprávnění pro aktivum typu DOMENOVY TYP

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Leinveberová Katarína,leinveberova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-27 16:58:15,2021-02-09 10:36:38,2021-02-09 10:36:38,Release 1.7,,"Feature,Medium",0,0
84,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/84,Implementace SF do jadra - aktivum typ GIS,Open,"Do přístupové matice R_SF_UZIVATEL_PRISTUPY již generujeme oprávnění pro aktivum typu GIS

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Leinveberová Katarína,leinveberova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-27 16:59:56,2020-12-21 09:23:51,,Release 1.7,,"Feature,In Progress,Medium",0,0
85,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/85,Implementace SF do jadra - aktivum typ INTEGRACE,Open,"Do přístupové matice R_SF_UZIVATEL_PRISTUPY již generujeme oprávnění pro aktivum typu INTEGRACE

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Leinveberová Katarína,leinveberova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-27 17:01:28,2021-02-08 10:32:03,,Release 1.7,,"Feature,Medium,On Hold",0,0
86,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/86,Implementace SF do jadra - aktivum typ CISELNIK,Closed,"Do přístupové matice R_SF_UZIVATEL_PRISTUPY již generujeme oprávnění pro aktivum typu CISELNIK

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Leinveberová Katarína,leinveberova_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-27 17:02:20,2021-02-03 13:57:26,2021-01-04 14:30:19,Release 1.7,,"Feature,In Progress,Medium",0,0
87,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/87,"Implementace SF do jadra - aktivum typ PAGEFLOW, UI ELEMENT",Open,"Do přístupové matice R_SF_UZIVATEL_PRISTUPY již generujeme oprávnění pro aktivum typu PAGEFLOW, UI ELEMENT

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Leinveberová Katarína,leinveberova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-27 17:03:30,2020-12-22 16:01:42,,Release 1.7,,"Feature,In Progress,Medium",0,0
88,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/88,Volani DLL - JSON bez dat,Closed,Dnes po materializaci po provolani nasi reportovaci DLL (fce `test_call`) nejsou ve vytvorenem JSONu zadna data. Ani po volani std. reportu. Vcera vse fungovalo.,Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-30 17:00:58,2020-12-17 16:58:56,2020-12-17 16:58:56,,,"Bug,High,In Scope",0,0
89,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/89,Dvě workflow se stejným názvem - prosíme o kontrolu na jedinečnost názvů,Open,"Ve workflow editoru byla vytvořena 2 workflow se stejným názvem. Prosím o kontrolu jedinečnosti názvů WF, je to pro uživatele matoucí - nevíme, které z nich voláme.![DveWFseStejnymNazvem](/uploads/c50cb9a4f8b60094c3c4e2456173685a/DveWFseStejnymNazvem.PNG)",Sklenarova Pavla,sklenarova_cgi,Fabio Melloni,melloni_goodatit,No,No,,2020-11-30 17:07:49,2020-11-30 17:20:51,,,,"Feature,In Scope,Low",0,0
90,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/90,Reporty - JSON poslaný do DLL není informační alebrž datový,Closed,"Jak jsme se domluvili na včerejším workshopu, v DLL očekáváme informační JSON s údaji o vytvořeném datovém JSONu a jeho umístění, nikoliv JSON obsahující data.",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-12-01 09:37:54,2020-12-08 10:50:25,2020-12-08 10:50:25,,,"Bug,High,In Review",0,0
91,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/91,JSON - format datumů,Closed,"V předávaných JSON datech nejsou formáty datumů dle standardu ISO 8601. Prosíme o explicitní vyjádření, zda jde o záměr a v tom případě také o informaci, jak interpretovat předávné údaje (jako lokální čas?).",Rasek Ludek,rasek_cgi,Rasek Ludek,rasek_cgi,No,No,,2020-12-01 10:08:01,2020-12-02 10:12:16,2020-12-02 10:12:16,,,"Bug,In Review",0,0
92,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/92,Jak omezit výšku velkého textového pole - pro datatype long varchar?,Closed,"Dobrý den,
prosím o návod, jak omezit výšku textového pole pro long varchar, např. pole IDMUID v TPI_UZIVATEL.
Děkuji.",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-12-02 09:15:05,2020-12-09 13:33:19,2020-12-09 13:33:19,,,"In Review,Low,Question",0,0
93,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/93,M_AKTIVUM_PRISTUP - při pokliku na AKTIVUM_ID v detailu se zobrazí obrazovka se seznamem místo detailu aktiva,Closed,"M_AKTIVUM_PRISTUP - při pokliku na AKTIVUM_ID v detailu se zobrazí obrazovka se seznamem místo detailu aktiva. 
Stepy: 
1. otevřít tabulku M_AKTIVUM_PRISTUP
2. zobrazit detail příslušného omezení aktiva
3. kliknout na ID aktiva

[2020-12-02_09-25-43.mkv](/uploads/685268b220d653a3617ed85c309bac01/2020-12-02_09-25-43.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-12-02 09:32:35,2020-12-08 09:22:52,2020-12-08 09:22:52,,,"Bug,In Review,Low",0,0
94,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/94,Implementace SSO v jádře,Open,"Omezení návrhu:
* funguje pouze z tlustého klienta
* funguje pouze na stanici, která je v doméně (detekuje proces prihlaseni - na stanici mimo domenu selze)
* funguje pouze pro domenoveho uživatele (detekuje proces prihlaseni - nevytvori auth package), který má v TPI_UZIVATEL uvedeno SID a/nebo USER_PRINCIPAL_NAME

Sekvence volání je popsána již v #28 v bloku Login SSO",Rasek Ludek,rasek_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-12-02 14:43:50,2021-02-11 17:02:01,,Release 1.7,,"Feature,In Scope,Medium",0,0
95,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/95,Filtr editor - ID,Open,"Prosím o přidání, zobrazení sloupce s ID na záložce Seznam ve Filtr editoru 1.2.1.0

Děkuji, Katka",Leinveberová Katarína,leinveberova_cgi,Martin Novak,novak_goodatit,No,No,,2020-12-02 15:49:51,2021-01-28 14:47:02,,,,"Feature,In Progress,Low",0,0
96,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/96,Chybné řazení v SSC a v aplikaci,Open,"'Prosím o kontrolu řazení v Service selectoru a v aplikaci. Přesunula jsem jednu položku v menu a zjistila jsem, že 
- za prvé - položka se uložila jinam 
- za druhé i umístění některých dalších položek se liší.
Přikládám screeny z aplikace a SSC

SSC:

![SSC](/uploads/d281270913cf2d928645d0faf24654ab/SSC.PNG)


aplikace:

![APP](/uploads/c5a14d63d7b307986bd6d72bd4b5d20f/APP.PNG)",Sklenarova Pavla,sklenarova_cgi,Lucie Adamkova,adamkova_goodatit,No,No,,2020-12-03 12:09:20,2020-12-15 08:14:46,,,,"Bug,In Scope,Low",0,0
